time_s,y_mm
9.633333,164.626217
9.641667,164.613202
9.650000,164.597924
9.658333,164.577096
9.666667,164.560696
9.675000,164.557910
9.683333,164.552767
9.691667,164.545997
9.700000,164.528242
9.708333,164.502057
9.716667,164.498279
9.725000,164.480276
9.733333,164.479521
9.741667,164.472880
9.750000,164.466624
9.758333,164.461775
9.766667,164.444060
9.775000,164.425093
9.783333,164.414710
9.791667,164.400599
9.800000,164.384288
9.808333,164.361959
9.816667,164.344077
9.825000,164.316445
9.833333,164.310698
9.841667,164.292737
9.850000,164.281467
9.858333,164.269820
9.866667,164.266159
9.875000,164.248116
9.883333,164.243352
9.891667,164.234951
9.900000,164.241633
9.908333,164.232942
9.916667,164.221276
9.925000,164.219600
9.933333,164.207040
9.941667,164.209152
9.950000,164.187154
9.958333,164.179874
9.966667,164.161018
9.975000,164.144389
9.983333,164.133496
9.991667,164.119263
10.000000,164.115114
10.008333,164.095242
10.016667,164.073105
10.025000,164.063860
10.033333,164.053570
10.041667,164.050035
10.050000,164.040485
10.058333,164.029926
10.066667,164.011371
10.075000,163.988956
10.083333,163.963871
10.091667,163.964142
10.100000,163.945675
10.108333,163.945546
10.116667,163.924364
10.125000,163.899735
10.133333,163.878586
10.141667,163.864666
10.150000,163.865428
10.158333,163.861820
10.166667,163.855460
10.175000,163.844315
10.183333,163.822888
10.191667,163.807832
10.200000,163.780409
10.208333,163.763323
10.216667,163.755222
10.225000,163.731596
10.233333,163.708859
10.241667,163.680634
10.250000,163.658015
10.258333,163.633343
10.266667,163.603582
10.275000,163.589228
10.283333,163.568105
10.291667,163.545854
10.300000,163.526651
10.308333,163.514487
10.316667,163.501785
10.325000,163.502948
10.333333,163.491219
10.341667,163.483556
10.350000,163.470149
10.358333,163.453313
10.366667,163.446284
10.375000,163.442030
10.383333,163.429657
10.391667,163.411457
10.400000,163.395733
10.408333,163.393634
10.416667,163.376772
10.425000,163.351522
10.433333,163.351318
10.441667,163.341056
10.450000,163.333216
10.458333,163.311403
10.466667,163.298170
10.475000,163.292191
10.483333,163.277523
10.491667,163.256804
10.500000,163.245268
10.508333,163.251268
10.516667,163.247879
10.525000,163.236474
10.533333,163.238993
10.541667,163.221302
10.550000,163.201474
10.558333,163.182580
10.566667,163.174520
10.575000,163.157227
10.583333,163.149636
10.591667,163.140730
10.600000,163.114097
10.608333,163.093399
10.616667,163.090803
10.625000,163.085178
10.633333,163.080841
10.641667,163.093957
10.650000,163.087675
10.658333,163.084919
10.666667,163.076267
10.675000,163.069342
10.683333,163.072283
10.691667,163.070836
10.700000,163.074483
10.708333,163.064658
10.716667,163.056459
10.725000,163.047082
10.733333,163.033954
10.741667,163.021420
10.750000,163.025150
10.758333,163.003574
10.766667,162.993849
10.775000,162.988500
10.783333,162.983346
10.791667,162.962747
10.800000,162.964891
10.808333,162.951375
10.816667,162.941023
10.825000,162.927621
10.833333,162.931183
10.841667,162.923742
10.850000,162.917677
